query,estimated_rows,actual_rows,startup_cost,total_cost,execution_time_ms,q_error,correlation_feature,join_count,selectivity,predicate_count,estimated_selectivity,query_complexity,correlation_strength
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,433.326,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 221000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",98438,147459,207975.14,226777.34,1064.201,1.4979885816452996,0.9984,2,0.024571524266336,6,0.024571524266336,12,0.294858291196032
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,504.432,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 221000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",213219,324805,47362.89,249769.52,1199.516,1.5233398524521735,0.9984,2,0.0541232067173064,6,0.0541232067173064,12,0.6494784806076768
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1120.362,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 221000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",329137,501532,47362.89,272876.85,1402.781,1.5237788519674178,0.9984,2,0.0835717433886304,6,0.0835717433886304,12,1.0028609206635648
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1248.763,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 221000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",444018,679062,57661.88,294870.68,1777.689,1.5293569179627853,0.9984,2,0.1131540862975247,6,0.1131540862975247,12,1.3578490355702963
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1349.462,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 221000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",558373,856600,57661.88,314406.22,1832.137,1.5340999654352914,0.9984,2,0.142737762269807,6,0.142737762269807,12,1.712853147237684
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'O'
        AND o_totalprice > 221000;",170937,168517,0.0,50172.0,251.193,1.0143605689633688,0.0258,0,0.1123446666666666,4,0.1123446666666666,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'O'
        AND o.o_totalprice > 221000;",170937,168517,7610.25,66084.81,269.979,1.0143605689633688,0.0258,1,0.1123446666666666,4,0.1123446666666666,4,0.4493786666666664
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,366.382,1.0,0.9984,0,0.0,3,1e-06,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 221000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",75,0,194196.9,198863.9,439.142,75.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,443.998,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 221000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",98438,147459,207975.14,226777.34,1143.602,1.4979885816452996,0.9984,2,0.024571524266336,6,0.024571524266336,12,0.294858291196032
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,504.617,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 221000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",213219,324805,47362.89,249769.52,1177.599,1.5233398524521735,0.9984,2,0.0541232067173064,6,0.0541232067173064,12,0.6494784806076768
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1116.862,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 221000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",329137,501532,47362.89,272876.85,1378.988,1.5237788519674178,0.9984,2,0.0835717433886304,6,0.0835717433886304,12,1.0028609206635648
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1205.772,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 221000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",444018,679062,57661.88,294870.68,1710.736,1.5293569179627853,0.9984,2,0.1131540862975247,6,0.1131540862975247,12,1.3578490355702963
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1277.276,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 221000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",558373,856600,57661.88,314406.22,1791.434,1.5340999654352914,0.9984,2,0.142737762269807,6,0.142737762269807,12,1.712853147237684
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'P'
        AND o_totalprice > 221000;",9104,12558,1000.0,38957.4,118.206,1.3793936731107206,0.0258,0,0.008372,4,0.008372,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'P'
        AND o.o_totalprice > 221000;",9104,12558,38094.41,44148.74,136.256,1.3793936731107206,0.0258,1,0.008372,4,0.008372,4,0.033488
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,366.249,1.0,0.9984,0,0.0,3,1e-06,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 221000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",75,0,194196.9,198863.9,437.918,75.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,432.681,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 221000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",98438,147459,207975.14,226777.34,1052.805,1.4979885816452996,0.9984,2,0.024571524266336,6,0.024571524266336,12,0.294858291196032
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,521.656,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 221000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",213219,324805,47362.89,249769.52,1170.877,1.5233398524521735,0.9984,2,0.0541232067173064,6,0.0541232067173064,12,0.6494784806076768
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1115.044,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 221000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",329137,501532,47362.89,272876.85,1367.105,1.5237788519674178,0.9984,2,0.0835717433886304,6,0.0835717433886304,12,1.0028609206635648
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1190.753,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 221000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",444018,679062,57661.88,294870.68,1677.537,1.5293569179627853,0.9984,2,0.1131540862975247,6,0.1131540862975247,12,1.3578490355702963
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1321.785,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 221000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",558373,856600,57661.88,314406.22,1803.522,1.5340999654352914,0.9984,2,0.142737762269807,6,0.142737762269807,12,1.712853147237684
"SELECT *
    FROM orders
    WHERE o_totalprice > 223500;",340828,337943,0.0,46422.0,258.966,1.008536942620501,0.0258,0,0.2252953333333333,2,0.2252953333333333,0,0.0
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'F'
        AND o_totalprice > 223500;",166483,162769,0.0,50172.0,246.181,1.0228176126903772,0.0258,0,0.1085126666666666,4,0.10851266666666662,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'F'
        AND o.o_totalprice > 223500;",166483,162769,7610.25,65562.71,266.33,1.0228176126903772,0.0258,1,0.1085126666666666,4,0.10851266666666662,4,0.4340506666666664
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,365.967,1.0,0.9984,0,0.0,3,1e-06,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 223500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",72,0,194144.7,198811.39,440.04,72.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,433.576,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 223500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",95324,143102,207702.52,226148.91,1100.773,1.501216902354077,0.9984,2,0.023845504618648,6,0.023845504618648,12,0.286146055423776
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,516.497,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 223500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",206474,314808,47227.9,248679.07,1215.404,1.5246859168708893,0.9984,2,0.0524573773810803,6,0.0524573773810803,12,0.6294885285729636
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1112.191,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 223500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",318725,486154,47227.9,271309.24,1390.212,1.5253086516589536,0.9984,2,0.0810092622910527,6,0.0810092622910527,12,0.9721111474926323
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1198.974,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 223500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",429970,658385,57246.17,292858.79,1661.253,1.531234737307254,0.9984,2,0.1097086173383223,6,0.1097086173383223,12,1.3165034080598677
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1280.192,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 223500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",540708,830619,57246.17,312026.34,1793.88,1.536169244767971,0.9984,2,0.1384084722843624,6,0.1384084722843624,12,1.660901667412349
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'O'
        AND o_totalprice > 223500;",165529,163000,0.0,50172.0,248.907,1.0155153374233128,0.0258,0,0.1086666666666666,4,0.1086666666666666,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'O'
        AND o.o_totalprice > 223500;",165529,163000,7610.25,65452.17,305.991,1.0155153374233128,0.0258,1,0.1086666666666666,4,0.1086666666666666,4,0.4346666666666664
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,373.707,1.0,0.9984,0,0.0,3,1e-06,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 223500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",72,0,194144.7,198811.39,448.367,72.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,529.387,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 223500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",95324,143102,207702.52,226148.91,1192.702,1.501216902354077,0.9984,2,0.023845504618648,6,0.023845504618648,12,0.286146055423776
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,546.944,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 223500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",206474,314808,47227.9,248679.07,1284.95,1.5246859168708893,0.9984,2,0.0524573773810803,6,0.0524573773810803,12,0.6294885285729636
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1125.813,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 223500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",318725,486154,47227.9,271309.24,1386.384,1.5253086516589536,0.9984,2,0.0810092622910527,6,0.0810092622910527,12,0.9721111474926323
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1219.549,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 223500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",429970,658385,57246.17,292858.79,1705.571,1.531234737307254,0.9984,2,0.1097086173383223,6,0.1097086173383223,12,1.3165034080598677
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1270.271,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 223500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",540708,830619,57246.17,312026.34,1797.915,1.536169244767971,0.9984,2,0.1384084722843624,6,0.1384084722843624,12,1.660901667412349
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'P'
        AND o_totalprice > 223500;",8816,12174,1000.0,38928.6,116.527,1.3808983666061705,0.0258,0,0.008116,4,0.008116,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'P'
        AND o.o_totalprice > 223500;",8816,12174,38092.91,44117.94,137.686,1.3808983666061705,0.0258,1,0.008116,4,0.008116,4,0.032464
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,369.631,1.0,0.9984,0,0.0,3,1e-06,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 223500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",72,0,194144.7,198811.39,433.728,72.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,430.886,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 223500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",95324,143102,207702.52,226148.91,1069.784,1.501216902354077,0.9984,2,0.023845504618648,6,0.023845504618648,12,0.286146055423776
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,524.121,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 223500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",206474,314808,47227.9,248679.07,1200.371,1.5246859168708893,0.9984,2,0.0524573773810803,6,0.0524573773810803,12,0.6294885285729636
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1122.674,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 223500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",318725,486154,47227.9,271309.24,1394.407,1.5253086516589536,0.9984,2,0.0810092622910527,6,0.0810092622910527,12,0.9721111474926323
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1205.857,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 223500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",429970,658385,57246.17,292858.79,1675.32,1.531234737307254,0.9984,2,0.1097086173383223,6,0.1097086173383223,12,1.3165034080598677
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1271.705,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 223500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",540708,830619,57246.17,312026.34,1797.029,1.536169244767971,0.9984,2,0.1384084722843624,6,0.1384084722843624,12,1.660901667412349
"SELECT *
    FROM orders
    WHERE o_totalprice > 226000;",329662,326803,0.0,46422.0,251.18,1.008748389702665,0.0258,0,0.2178686666666666,2,0.21786866666666663,0,0.0
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'F'
        AND o_totalprice > 226000;",161029,157430,0.0,50172.0,245.393,1.0228609540748268,0.0258,0,0.1049533333333333,4,0.1049533333333333,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'F'
        AND o.o_totalprice > 226000;",161029,157430,7610.25,64923.32,274.012,1.0228609540748268,0.0258,1,0.1049533333333333,4,0.1049533333333333,4,0.4198133333333332
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,372.66,1.0,0.9984,0,0.0,3,1e-06,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 226000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",70,0,194092.33,198758.82,432.978,70.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,437.88,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 226000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",92201,138685,206265.67,220383.34,1024.793,1.5041593908959772,0.9984,2,0.02310948699555,6,0.02310948699555,12,0.27731384394659997
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,507.028,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 226000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",199709,305079,47092.74,247586.36,1147.708,1.527617683729827,0.9984,2,0.0508362056683521,6,0.0508362056683521,12,0.6100344680202252
